gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score
female,group B,some high school,free/reduced,1,0.63,0.7349397590361446,0.7666666666666666,0.706959706959707
male,group D,associate's degree,standard,1,0.67,0.4457831325301205,0.5888888888888889,0.5750915750915752
female,group D,some high school,standard,1,0.65,0.7349397590361446,0.7999999999999999,0.7252747252747253
male,group D,master's degree,standard,0,0.85,0.8072289156626508,0.8777777777777778,0.8461538461538461
female,group C,master's degree,standard,0,0.73,0.7349397590361446,0.7111111111111111,0.7252747252747253
female,group A,high school,free/reduced,1,0.34,0.37349397590361455,0.34444444444444444,0.3516483516483517
female,group D,bachelor's degree,free/reduced,1,0.93,1.0,1.0,0.9743589743589743
female,group D,some high school,free/reduced,0,0.67,0.8072289156626508,0.8222222222222222,0.761904761904762
male,group D,some college,standard,0,0.88,0.7228915662650603,0.7444444444444445,0.7875457875457875
male,group B,high school,standard,0,0.5700000000000001,0.37349397590361455,0.45555555555555555,0.4725274725274725
female,group D,some college,standard,1,0.79,0.8072289156626508,0.8999999999999999,0.8315018315018315
female,group C,bachelor's degree,free/reduced,0,0.67,0.6987951807228916,0.6888888888888889,0.684981684981685
male,group E,bachelor's degree,standard,1,0.7000000000000001,0.5662650602409639,0.6666666666666666,0.6483516483516484
male,group D,bachelor's degree,free/reduced,0,0.5,0.3012048192771085,0.4222222222222222,0.4139194139194139
female,group A,some college,standard,0,0.6900000000000001,0.8072289156626508,0.7999999999999999,0.761904761904762
female,group C,bachelor's degree,standard,1,0.52,0.5301204819277109,0.6222222222222222,0.5567765567765568
female,group C,bachelor's degree,free/reduced,1,0.47000000000000003,0.5421686746987953,0.6222222222222222,0.5421245421245422
female,group B,associate's degree,free/reduced,0,0.46,0.5301204819277109,0.5,0.4945054945054945
female,group E,some college,standard,0,0.68,0.6385542168674699,0.6222222222222222,0.6483516483516484
male,group E,bachelor's degree,standard,1,1.0,1.0,1.0,1.0
female,group C,high school,standard,0,0.44,0.5301204819277109,0.46666666666666673,0.47619047619047616
female,group C,associate's degree,standard,1,0.5700000000000001,0.7228915662650603,0.7777777777777778,0.684981684981685
male,group B,some college,standard,1,0.91,0.9518072289156628,0.8999999999999999,0.9194139194139194
male,group D,high school,free/reduced,0,0.6900000000000001,0.6385542168674699,0.6333333333333333,0.6556776556776557
female,group C,high school,free/reduced,0,0.35000000000000003,0.4337349397590362,0.4000000000000001,0.39194139194139194
male,group D,high school,standard,0,0.72,0.5903614457831325,0.6222222222222222,0.6483516483516484
female,group B,associate's degree,free/reduced,0,0.54,0.5783132530120483,0.611111111111111,0.5750915750915752
male,group D,high school,free/reduced,0,0.74,0.6385542168674699,0.6555555555555556,0.6813186813186813
male,group E,some high school,standard,1,0.74,0.5662650602409639,0.5555555555555556,0.6263736263736264
male,group E,associate's degree,free/reduced,0,0.64,0.4698795180722892,0.46666666666666673,0.5311355311355311
female,group D,high school,free/reduced,1,0.65,0.5301204819277109,0.6777777777777778,0.6227106227106227
male,group E,associate's degree,free/reduced,1,0.46,0.3132530120481928,0.3777777777777778,0.3882783882783883
female,group C,some high school,free/reduced,0,0.48,0.4698795180722892,0.45555555555555555,0.46886446886446886
male,group C,some college,free/reduced,1,0.67,0.6867469879518073,0.6666666666666666,0.673992673992674
male,group D,some college,free/reduced,0,0.62,0.4819277108433735,0.5777777777777777,0.5641025641025641
male,group D,associate's degree,free/reduced,1,0.61,0.6506024096385543,0.7,0.652014652014652
male,group C,bachelor's degree,free/reduced,1,0.7000000000000001,0.6987951807228916,0.7111111111111111,0.7032967032967034
male,group C,associate's degree,standard,1,0.98,0.8433734939759038,0.8888888888888888,0.9084249084249084
male,group D,some college,free/reduced,0,0.7000000000000001,0.5542168674698795,0.5333333333333333,0.6007326007326007
male,group A,associate's degree,standard,0,0.67,0.4819277108433735,0.4777777777777778,0.5494505494505495
female,group E,high school,free/reduced,0,0.5700000000000001,0.49397590361445787,0.5222222222222221,0.5311355311355311
male,group D,some college,standard,1,0.85,0.7710843373493976,0.8333333333333334,0.8205128205128205
male,group D,some high school,standard,1,0.77,0.6144578313253013,0.6555555555555556,0.684981684981685
male,group C,master's degree,free/reduced,1,0.72,0.5903614457831325,0.6888888888888889,0.6703296703296704
female,group D,master's degree,standard,0,0.78,0.8915662650602411,0.9555555555555555,0.8717948717948718
male,group C,high school,standard,0,0.81,0.5903614457831325,0.6,0.673992673992674
male,group A,some high school,free/reduced,1,0.61,0.5421686746987953,0.5666666666666667,0.5750915750915752
female,group B,high school,standard,0,0.58,0.6144578313253013,0.5666666666666667,0.5860805860805861
female,group C,associate's degree,standard,0,0.54,0.5301204819277109,0.5333333333333333,0.5347985347985348
male,group B,high school,standard,0,0.8200000000000001,0.783132530120482,0.7777777777777778,0.7948717948717949
female,group D,some college,free/reduced,0,0.49,0.49397590361445787,0.5555555555555556,0.5128205128205129
male,group B,some high school,free/reduced,1,0.49,0.3975903614457832,0.46666666666666673,0.45421245421245426
female,group E,high school,free/reduced,1,0.5700000000000001,0.6987951807228916,0.7,0.652014652014652
male,group E,high school,standard,0,0.9400000000000001,0.674698795180723,0.6777777777777778,0.7728937728937729
female,group D,some college,standard,1,0.75,0.7228915662650603,0.8111111111111111,0.761904761904762
female,group E,some high school,free/reduced,0,0.74,0.6867469879518073,0.6888888888888889,0.706959706959707
male,group C,high school,standard,1,0.58,0.42168674698795183,0.4888888888888889,0.5018315018315018
female,group C,some college,standard,0,0.62,0.6265060240963856,0.6555555555555556,0.6336996336996337
male,group E,associate's degree,standard,0,0.72,0.4819277108433735,0.5777777777777777,0.6007326007326007
male,group C,some college,standard,0,0.84,0.8433734939759038,0.7888888888888889,0.8241758241758242
female,group D,master's degree,standard,0,0.92,1.0,1.0,0.9706959706959707
female,group D,high school,standard,0,0.45,0.5542168674698795,0.5444444444444444,0.5128205128205129
male,group C,high school,standard,0,0.75,0.7710843373493976,0.6777777777777778,0.7326007326007327
female,group A,some college,standard,0,0.56,0.49397590361445787,0.6,0.5531135531135531
female,group D,some high school,free/reduced,0,0.48,0.4457831325301205,0.4777777777777778,0.46886446886446886
female,group E,associate's degree,standard,0,1.0,1.0,1.0,1.0
female,group C,some high school,free/reduced,1,0.65,0.710843373493976,0.7222222222222222,0.6923076923076923
male,group D,some college,standard,0,0.72,0.4819277108433735,0.5333333333333333,0.5860805860805861
female,group D,some college,standard,0,0.62,0.6385542168674699,0.6888888888888889,0.6483516483516484
male,group A,some high school,standard,1,0.66,0.6144578313253013,0.6,0.6263736263736264
male,group C,some college,standard,0,0.63,0.5542168674698795,0.5555555555555556,0.5824175824175825
female,group E,associate's degree,standard,0,0.68,0.710843373493976,0.6333333333333333,0.673992673992674
female,group B,bachelor's degree,standard,0,0.75,0.8072289156626508,0.7777777777777778,0.7765567765567766
female,group D,bachelor's degree,standard,0,0.89,1.0,1.0,0.9597069597069597
male,group C,some high school,standard,1,0.78,0.6626506024096386,0.6555555555555556,0.7032967032967034
female,group A,high school,free/reduced,1,0.53,0.3975903614457832,0.5555555555555556,0.4981684981684982
female,group D,some college,free/reduced,0,0.49,0.5783132530120483,0.5666666666666667,0.5421245421245422
female,group A,some college,standard,0,0.54,0.5542168674698795,0.6333333333333333,0.5750915750915752
female,group C,some college,standard,1,0.64,0.783132530120482,0.7444444444444445,0.717948717948718
male,group B,some college,free/reduced,1,0.6,0.5421686746987953,0.5555555555555556,0.5677655677655677
male,group C,associate's degree,standard,0,0.62,0.5783132530120483,0.5333333333333333,0.5787545787545788
male,group D,high school,standard,1,0.55,0.28915662650602414,0.4222222222222222,0.4285714285714286
female,group C,associate's degree,standard,0,0.91,0.9397590361445783,0.9333333333333333,0.9267399267399267
female,group B,high school,free/reduced,0,0.08,0.08433734939759038,0.1444444444444445,0.10256410256410257
male,group D,some high school,standard,0,0.81,0.7349397590361446,0.7555555555555555,0.7692307692307693
male,group B,some high school,standard,1,0.79,0.819277108433735,0.8444444444444444,0.8168498168498168
female,group A,some college,standard,1,0.78,0.8433734939759038,0.8999999999999999,0.8388278388278388
female,group C,some high school,standard,0,0.74,0.6987951807228916,0.7999999999999999,0.7472527472527473
male,group A,high school,standard,0,0.5700000000000001,0.40963855421686746,0.4888888888888889,0.4945054945054945
female,group C,associate's degree,standard,0,0.4,0.5060240963855422,0.45555555555555555,0.4505494505494506
male,group E,some high school,standard,1,0.81,0.6987951807228916,0.7333333333333333,0.7509157509157509
female,group A,some high school,free/reduced,0,0.44,0.33734939759036153,0.3888888888888889,0.39194139194139194
female,group D,some college,free/reduced,1,0.67,0.8313253012048193,0.8111111111111111,0.7655677655677656
male,group E,high school,free/reduced,1,0.86,0.7710843373493976,0.7222222222222222,0.7875457875457875
female,group B,some high school,standard,1,0.65,0.783132530120482,0.7555555555555555,0.7252747252747253
female,group D,associate's degree,free/reduced,0,0.55,0.710843373493976,0.7333333333333333,0.6593406593406593
female,group D,bachelor's degree,free/reduced,0,0.62,0.6626506024096386,0.7111111111111111,0.663003663003663
male,group A,high school,standard,0,0.63,0.5542168674698795,0.5777777777777777,0.5897435897435898
female,group E,master's degree,standard,1,0.88,0.9879518072289156,0.9444444444444444,0.9340659340659342
male,group C,high school,free/reduced,0,0.62,0.45783132530120485,0.5,0.5311355311355311
female,group C,high school,free/reduced,1,0.59,0.6506024096385543,0.611111111111111,0.6153846153846154
female,group D,some college,standard,1,0.68,0.7349397590361446,0.7444444444444445,0.717948717948718
female,group D,some college,free/reduced,0,0.77,0.8313253012048193,0.8444444444444444,0.8131868131868132
